,id,gender_male,gender_female,age_<=18,age_19-29,age_30-39,age_>=40,org_non-org,org_is-org
2663,1570199164356640773,0.9955857,0.004414246,0.12518503,0.20941702,0.13906485,0.5263331,0.993295,0.006704968
2664,1570186622020489218,0.00033367265,0.99966633,3.4763518e-06,2.871147e-06,5.594606e-06,0.9999881,0.99706703,0.0029330226
2665,1570165076799234050,0.9998828,0.000117197844,0.003635043,0.031484563,0.02449269,0.94038767,0.9989905,0.0010095653
2666,1570237315150118914,0.9062863,0.09371368,0.0046849027,0.009226309,0.015731884,0.9703569,0.9305681,0.06943194
2667,1570205144452669440,0.99857163,0.0014283259,0.032052528,0.25113392,0.6331137,0.08369992,0.99892575,0.0010742198
2668,1570202860159176705,0.9401691,0.059830897,0.01118932,0.016762825,0.011313439,0.96073437,0.3726694,0.6273306
2669,1570314349784272896,0.0004963093,0.99950373,0.008053572,0.028705793,0.28368288,0.6795578,0.9990982,0.0009018609
2670,1570296319088136192,0.00074497465,0.999255,3.3398846e-05,6.069996e-05,0.00010665516,0.9997993,0.9987919,0.0012081307
2671,1570266456528486407,0.98483384,0.015166083,0.67370296,0.23009184,0.09100139,0.005203888,0.9905962,0.009403808
2672,1570249030034391041,0.0009931463,0.9990069,0.0009933322,0.0005736633,0.019936949,0.97849613,0.99821967,0.0017802938
2673,1570419549152870401,0.9228087,0.07719129,0.165805,0.42235458,0.36235738,0.049483117,0.989311,0.010689028
2674,1570402850974625792,0.99950826,0.00049175986,0.04227858,0.37828305,0.3079404,0.27149794,0.9873576,0.012642341
2675,1570402465740193794,0.9962633,0.0037366555,0.07263953,0.12840235,0.046362914,0.7525952,0.9989458,0.0010542007
2676,1570371960856526851,0.9999509,4.916364e-05,0.017001156,0.6340932,0.1424226,0.20648307,0.99564916,0.004350826
2677,1570457374019952640,0.0092086345,0.9907913,1.61882e-05,4.161387e-05,0.00030345249,0.9996387,0.9941847,0.005815379
2678,1570442572275027971,0.9991142,0.0008857905,0.025592467,0.06331878,0.20120099,0.7098877,0.9994905,0.0005094337
